ano,id_respondente,categoria,tecnologia
2023,2023-171,linguagem_uso,SQL
2023,2023-172,linguagem_uso,SQL
2023,2023-172,linguagem_uso,Python
2023,2023-174,linguagem_uso,SQL
2023,2023-174,linguagem_uso,Python
2023,2023-175,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-176,linguagem_uso,SQL
2023,2023-176,linguagem_uso,Python
2023,2023-177,linguagem_uso,SQL
2023,2023-178,linguagem_uso,SQL
2023,2023-178,linguagem_uso,Python
2023,2023-179,linguagem_uso,SQL
2023,2023-179,linguagem_uso,Python
2023,2023-179,linguagem_uso,Java
2023,2023-181,linguagem_uso,Python
2023,2023-181,linguagem_uso,SQL
2023,2023-182,linguagem_uso,SQL
2023,2023-183,linguagem_uso,SQL
2023,2023-183,linguagem_uso,Python
2023,2023-184,linguagem_uso,SQL
2023,2023-185,linguagem_uso,SQL
2023,2023-185,linguagem_uso,Python
2023,2023-186,linguagem_uso,SQL
2023,2023-186,linguagem_uso,Python
2023,2023-187,linguagem_uso,SQL
2023,2023-188,linguagem_uso,Python
2023,2023-188,linguagem_uso,SQL
2023,2023-189,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-190,linguagem_uso,SQL
2023,2023-190,linguagem_uso,Python
2023,2023-191,linguagem_uso,Python
2023,2023-191,linguagem_uso,Visual Basic/VBA
2023,2023-193,linguagem_uso,SQL
2023,2023-193,linguagem_uso,Python
2023,2023-194,linguagem_uso,SQL
2023,2023-194,linguagem_uso,Python
2023,2023-194,linguagem_uso,R
2023,2023-195,linguagem_uso,SQL
2023,2023-196,linguagem_uso,SQL
2023,2023-196,linguagem_uso,Python
2023,2023-196,linguagem_uso,R
2023,2023-196,linguagem_uso,SAS/Stata
2023,2023-197,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-198,linguagem_uso,SQL
2023,2023-198,linguagem_uso,Python
2023,2023-200,linguagem_uso,R
2023,2023-200,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-201,linguagem_uso,SQL
2023,2023-201,linguagem_uso,Python
2023,2023-202,linguagem_uso,SQL
2023,2023-202,linguagem_uso,R
2023,2023-202,linguagem_uso,Python
2023,2023-204,linguagem_uso,SQL
2023,2023-204,linguagem_uso,Python
2023,2023-206,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-207,linguagem_uso,SQL
2023,2023-207,linguagem_uso,Python
2023,2023-208,linguagem_uso,SQL
2023,2023-208,linguagem_uso,JavaScript
2023,2023-209,linguagem_uso,SQL
2023,2023-209,linguagem_uso,R
2023,2023-209,linguagem_uso,Python
2023,2023-209,linguagem_uso,SAS/Stata
2023,2023-210,linguagem_uso,SQL
2023,2023-210,linguagem_uso,Python
2023,2023-211,linguagem_uso,SQL
2023,2023-211,linguagem_uso,Python
2023,2023-213,linguagem_uso,Python
2023,2023-213,linguagem_uso,SQL
2023,2023-213,linguagem_uso,R
2023,2023-215,linguagem_uso,SQL
2023,2023-215,linguagem_uso,Python
2023,2023-215,linguagem_uso,R
2023,2023-217,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-217,linguagem_uso,Visual Basic/VBA
2023,2023-218,linguagem_uso,SQL
2023,2023-218,linguagem_uso,Python
2023,2023-218,linguagem_uso,JavaScript
2023,2023-219,linguagem_uso,SQL
2023,2023-220,linguagem_uso,SQL
2023,2023-220,linguagem_uso,Python
2023,2023-220,linguagem_uso,Scala
2023,2023-220,linguagem_uso,Java
2023,2023-220,linguagem_uso,JavaScript
2023,2023-222,linguagem_uso,SQL
2023,2023-222,linguagem_uso,Python
2023,2023-223,linguagem_uso,SQL
2023,2023-223,linguagem_uso,R
2023,2023-223,linguagem_uso,Python
2023,2023-224,linguagem_uso,SQL
2023,2023-224,linguagem_uso,Python
2023,2023-226,linguagem_uso,SQL
2023,2023-226,linguagem_uso,Python
2023,2023-227,linguagem_uso,R
2023,2023-227,linguagem_uso,SQL
2023,2023-227,linguagem_uso,Python
2023,2023-229,linguagem_uso,SQL
2023,2023-229,linguagem_uso,Python
2023,2023-231,linguagem_uso,SQL
2023,2023-231,linguagem_uso,Python
2023,2023-231,linguagem_uso,R
2023,2023-234,linguagem_uso,SQL
2023,2023-235,linguagem_uso,SQL
2023,2023-235,linguagem_uso,Python
2023,2023-236,linguagem_uso,SQL
2023,2023-236,linguagem_uso,Python
2023,2023-238,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-239,linguagem_uso,SQL
2023,2023-239,linguagem_uso,Python
2023,2023-240,linguagem_uso,SQL
2023,2023-240,linguagem_uso,R
2023,2023-240,linguagem_uso,Python
2023,2023-240,linguagem_uso,Matlab
2023,2023-241,linguagem_uso,SQL
2023,2023-242,linguagem_uso,SQL
2023,2023-242,linguagem_uso,Python
2023,2023-243,linguagem_uso,Python
2023,2023-243,linguagem_uso,SQL
2023,2023-244,linguagem_uso,SQL
2023,2023-244,linguagem_uso,Python
2023,2023-245,linguagem_uso,SQL
2023,2023-246,linguagem_uso,SQL
2023,2023-246,linguagem_uso,Python
2023,2023-246,linguagem_uso,Visual Basic/VBA
2023,2023-247,linguagem_uso,Python
2023,2023-247,linguagem_uso,SQL
2023,2023-248,linguagem_uso,SQL
2023,2023-248,linguagem_uso,Python
2023,2023-252,linguagem_uso,Java
2023,2023-252,linguagem_uso,SQL
2023,2023-252,linguagem_uso,JavaScript
2023,2023-253,linguagem_uso,R
2023,2023-253,linguagem_uso,SQL
2023,2023-253,linguagem_uso,Python
2023,2023-255,linguagem_uso,Python
2023,2023-255,linguagem_uso,SQL
2023,2023-256,linguagem_uso,SQL
2023,2023-256,linguagem_uso,R
2023,2023-256,linguagem_uso,Python
2023,2023-258,linguagem_uso,SQL
2023,2023-258,linguagem_uso,Python
2023,2023-259,linguagem_uso,Python
2023,2023-259,linguagem_uso,Matlab
2023,2023-260,linguagem_uso,SQL
2023,2023-260,linguagem_uso,Python
2023,2023-260,linguagem_uso,Visual Basic/VBA
2023,2023-263,linguagem_uso,SQL
2023,2023-263,linguagem_uso,R
2023,2023-263,linguagem_uso,Python
2023,2023-263,linguagem_uso,Java
2023,2023-263,linguagem_uso,Visual Basic/VBA
2023,2023-263,linguagem_uso,PHP
2023,2023-263,linguagem_uso,JavaScript
2023,2023-264,linguagem_uso,SQL
2023,2023-264,linguagem_uso,Python
2023,2023-266,linguagem_uso,SQL
2023,2023-266,linguagem_uso,Python
2023,2023-266,linguagem_uso,C/C++/C#
2023,2023-266,linguagem_uso,.NET
2023,2023-266,linguagem_uso,PHP
2023,2023-266,linguagem_uso,JavaScript
2023,2023-267,linguagem_uso,SQL
2023,2023-267,linguagem_uso,Python
2023,2023-268,linguagem_uso,SQL
2023,2023-268,linguagem_uso,R
2023,2023-268,linguagem_uso,Python
2023,2023-269,linguagem_uso,SQL
2023,2023-269,linguagem_uso,Python
2023,2023-270,linguagem_uso,SQL
2023,2023-270,linguagem_uso,Python
2023,2023-270,linguagem_uso,JavaScript
2023,2023-271,linguagem_uso,SQL
2023,2023-271,linguagem_uso,Python
2023,2023-272,linguagem_uso,SQL
2023,2023-272,linguagem_uso,Python
2023,2023-273,linguagem_uso,Python
2023,2023-273,linguagem_uso,Visual Basic/VBA
2023,2023-274,linguagem_uso,SQL
2023,2023-275,linguagem_uso,SQL
2023,2023-275,linguagem_uso,Python
2023,2023-275,linguagem_uso,JavaScript
2023,2023-277,linguagem_uso,SQL
2023,2023-277,linguagem_uso,Python
2023,2023-278,linguagem_uso,SQL
2023,2023-278,linguagem_uso,Python
2023,2023-278,linguagem_uso,SAS/Stata
2023,2023-278,linguagem_uso,Scala
2023,2023-279,linguagem_uso,Python
2023,2023-279,linguagem_uso,SQL
2023,2023-280,linguagem_uso,SQL
2023,2023-280,linguagem_uso,Visual Basic/VBA
2023,2023-281,linguagem_uso,SQL
2023,2023-281,linguagem_uso,Python
2023,2023-283,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-284,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-285,linguagem_uso,SQL
2023,2023-285,linguagem_uso,Python
2023,2023-286,linguagem_uso,SQL
2023,2023-286,linguagem_uso,Python
2023,2023-289,linguagem_uso,SQL
2023,2023-289,linguagem_uso,Python
2023,2023-291,linguagem_uso,Python
2023,2023-292,linguagem_uso,SQL
2023,2023-293,linguagem_uso,SQL
2023,2023-293,linguagem_uso,Python
2023,2023-294,linguagem_uso,Python
2023,2023-294,linguagem_uso,SQL
2023,2023-295,linguagem_uso,SQL
2023,2023-295,linguagem_uso,Python
2023,2023-297,linguagem_uso,SQL
2023,2023-297,linguagem_uso,Python
2023,2023-298,linguagem_uso,SQL
2023,2023-298,linguagem_uso,Python
2023,2023-300,linguagem_uso,SQL
2023,2023-300,linguagem_uso,Python
2023,2023-300,linguagem_uso,Rust
2023,2023-302,linguagem_uso,SQL
2023,2023-302,linguagem_uso,Python
2023,2023-303,linguagem_uso,SQL
2023,2023-303,linguagem_uso,Python
2023,2023-304,linguagem_uso,SQL
2023,2023-305,linguagem_uso,SQL
2023,2023-306,linguagem_uso,Python
2023,2023-307,linguagem_uso,SQL
2023,2023-307,linguagem_uso,Python
2023,2023-308,linguagem_uso,SQL
2023,2023-311,linguagem_uso,SQL
2023,2023-311,linguagem_uso,SAS/Stata
2023,2023-313,linguagem_uso,SQL
2023,2023-313,linguagem_uso,Python
2023,2023-314,linguagem_uso,Visual Basic/VBA
2023,2023-314,linguagem_uso,Python
2023,2023-322,linguagem_uso,Python
2023,2023-322,linguagem_uso,SQL
2023,2023-323,linguagem_uso,SQL
2023,2023-323,linguagem_uso,Python
2023,2023-324,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-325,linguagem_uso,SQL
2023,2023-325,linguagem_uso,Python
2023,2023-326,linguagem_uso,SQL
2023,2023-326,linguagem_uso,Python
2023,2023-327,linguagem_uso,SQL
2023,2023-327,linguagem_uso,Python
2023,2023-329,linguagem_uso,SQL
2023,2023-330,linguagem_uso,Python
2023,2023-330,linguagem_uso,SQL
2023,2023-331,linguagem_uso,SQL
2023,2023-331,linguagem_uso,Python
2023,2023-332,linguagem_uso,SQL
2023,2023-332,linguagem_uso,R
2023,2023-332,linguagem_uso,SAS/Stata
2023,2023-334,linguagem_uso,SQL
2023,2023-335,linguagem_uso,SQL
2023,2023-335,linguagem_uso,Python
2023,2023-336,linguagem_uso,SQL
2023,2023-336,linguagem_uso,Python
2023,2023-337,linguagem_uso,SQL
2023,2023-337,linguagem_uso,Python
2023,2023-337,linguagem_uso,R
2023,2023-337,linguagem_uso,JavaScript
2023,2023-339,linguagem_uso,SQL
2023,2023-339,linguagem_uso,R
2023,2023-339,linguagem_uso,Python
2023,2023-340,linguagem_uso,SQL
2023,2023-340,linguagem_uso,Python
2023,2023-343,linguagem_uso,SQL
2023,2023-346,linguagem_uso,Python
2023,2023-346,linguagem_uso,SQL
2023,2023-347,linguagem_uso,SQL
2023,2023-347,linguagem_uso,Python
2023,2023-349,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-350,linguagem_uso,Python
2023,2023-351,linguagem_uso,Python
2023,2023-352,linguagem_uso,Python
2023,2023-352,linguagem_uso,SQL
2023,2023-352,linguagem_uso,Java
2023,2023-355,linguagem_uso,SQL
2023,2023-355,linguagem_uso,Python
2023,2023-357,linguagem_uso,SQL
2023,2023-357,linguagem_uso,Python
2023,2023-359,linguagem_uso,SQL
2023,2023-359,linguagem_uso,Python
2023,2023-359,linguagem_uso,Java
2023,2023-359,linguagem_uso,JavaScript
2023,2023-360,linguagem_uso,SQL
2023,2023-362,linguagem_uso,SQL
2023,2023-362,linguagem_uso,Python
2023,2023-363,linguagem_uso,R
2023,2023-363,linguagem_uso,Visual Basic/VBA
2023,2023-365,linguagem_uso,Python
2023,2023-365,linguagem_uso,R
2023,2023-365,linguagem_uso,SQL
2023,2023-366,linguagem_uso,SQL
2023,2023-366,linguagem_uso,Python
2023,2023-367,linguagem_uso,SQL
2023,2023-367,linguagem_uso,Python
2023,2023-368,linguagem_uso,Python
2023,2023-368,linguagem_uso,SQL
2023,2023-370,linguagem_uso,Python
2023,2023-370,linguagem_uso,SQL
2023,2023-373,linguagem_uso,SQL
2023,2023-373,linguagem_uso,Python
2023,2023-374,linguagem_uso,SQL
2023,2023-374,linguagem_uso,Python
2023,2023-375,linguagem_uso,SQL
2023,2023-375,linguagem_uso,Python
2023,2023-377,linguagem_uso,SQL
2023,2023-378,linguagem_uso,Python
2023,2023-378,linguagem_uso,SQL
2023,2023-380,linguagem_uso,SQL
2023,2023-380,linguagem_uso,Python
2023,2023-381,linguagem_uso,SQL
2023,2023-381,linguagem_uso,Python
2023,2023-382,linguagem_uso,SQL
2023,2023-382,linguagem_uso,Python
2023,2023-384,linguagem_uso,SQL
2023,2023-385,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-386,linguagem_uso,SQL
2023,2023-386,linguagem_uso,Python
2023,2023-386,linguagem_uso,Java
2023,2023-386,linguagem_uso,.NET
2023,2023-389,linguagem_uso,SQL
2023,2023-389,linguagem_uso,Python
2023,2023-389,linguagem_uso,R
2023,2023-390,linguagem_uso,SQL
2023,2023-390,linguagem_uso,Python
2023,2023-390,linguagem_uso,JavaScript
2023,2023-392,linguagem_uso,SQL
2023,2023-392,linguagem_uso,Python
2023,2023-393,linguagem_uso,SQL
2023,2023-393,linguagem_uso,Python
2023,2023-394,linguagem_uso,SQL
2023,2023-394,linguagem_uso,Python
2023,2023-396,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-397,linguagem_uso,SQL
2023,2023-397,linguagem_uso,Python
2023,2023-398,linguagem_uso,SQL
2023,2023-398,linguagem_uso,Python
2023,2023-398,linguagem_uso,Visual Basic/VBA
2023,2023-401,linguagem_uso,SQL
2023,2023-401,linguagem_uso,Python
2023,2023-401,linguagem_uso,Visual Basic/VBA
2023,2023-402,linguagem_uso,SQL
2023,2023-402,linguagem_uso,Python
2023,2023-403,linguagem_uso,Python
2023,2023-403,linguagem_uso,R
2023,2023-404,linguagem_uso,SQL
2023,2023-404,linguagem_uso,Python
2023,2023-405,linguagem_uso,SQL
2023,2023-405,linguagem_uso,Python
2023,2023-405,linguagem_uso,R
2023,2023-411,linguagem_uso,Python
2023,2023-412,linguagem_uso,SQL
2023,2023-412,linguagem_uso,Python
2023,2023-414,linguagem_uso,SQL
2023,2023-415,linguagem_uso,SQL
2023,2023-415,linguagem_uso,Python
2023,2023-416,linguagem_uso,SQL
2023,2023-417,linguagem_uso,Python
2023,2023-417,linguagem_uso,SQL
2023,2023-419,linguagem_uso,SQL
2023,2023-419,linguagem_uso,Python
2023,2023-419,linguagem_uso,R
2023,2023-421,linguagem_uso,Python
2023,2023-421,linguagem_uso,SQL
2023,2023-421,linguagem_uso,Scala
2023,2023-422,linguagem_uso,SQL
2023,2023-422,linguagem_uso,Python
2023,2023-423,linguagem_uso,SQL
2023,2023-423,linguagem_uso,Python
2023,2023-425,linguagem_uso,SQL
2023,2023-425,linguagem_uso,Python
2023,2023-429,linguagem_uso,SQL
2023,2023-430,linguagem_uso,SQL
2023,2023-430,linguagem_uso,Python
2023,2023-432,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-433,linguagem_uso,Não utilizo nenhuma das linguagens listadas
2023,2023-434,linguagem_uso,Scala
2023,2023-434,linguagem_uso,SQL
2023,2023-437,linguagem_uso,SQL
2023,2023-437,linguagem_uso,Python
2023,2023-439,linguagem_uso,SQL
2023,2023-439,linguagem_uso,Python
2023,2023-440,linguagem_uso,SQL
2023,2023-440,linguagem_uso,R
2023,2023-440,linguagem_uso,Python
2023,2023-441,linguagem_uso,SQL
2023,2023-441,linguagem_uso,Python
2023,2023-442,linguagem_uso,SQL
2023,2023-443,linguagem_uso,SQL
2023,2023-443,linguagem_uso,Python
2023,2023-445,linguagem_uso,Python
2023,2023-445,linguagem_uso,SQL
2023,2023-446,linguagem_uso,SQL
2023,2023-446,linguagem_uso,Python
2023,2023-447,linguagem_uso,SQL
2023,2023-447,linguagem_uso,Scala
2023,2023-447,linguagem_uso,Python
2023,2023-448,linguagem_uso,SQL
2023,2023-449,linguagem_uso,SQL
2023,2023-449,linguagem_uso,Python
2023,2023-451,linguagem_uso,SQL
2023,2023-452,linguagem_uso,SQL
2023,2023-452,linguagem_uso,Python
2023,2023-453,linguagem_uso,SQL
2023,2023-453,linguagem_uso,Python
2023,2023-457,linguagem_uso,SQL
2023,2023-457,linguagem_uso,Python
2023,2023-458,linguagem_uso,SQL
2023,2023-458,linguagem_uso,Python
2023,2023-460,linguagem_uso,SQL
2023,2023-460,linguagem_uso,Python
2023,2023-460,linguagem_uso,SAS/Stata
2023,2023-461,linguagem_uso,SQL
2023,2023-461,linguagem_uso,Visual Basic/VBA
2023,2023-461,linguagem_uso,JavaScript
2023,2023-462,linguagem_uso,SQL
2023,2023-462,linguagem_uso,Python
2023,2023-463,linguagem_uso,SQL
2023,2023-463,linguagem_uso,Python
2023,2023-463,linguagem_uso,C/C++/C#
2023,2023-465,linguagem_uso,SQL
2023,2023-465,linguagem_uso,Visual Basic/VBA
